"","fw","rw","sum"
"17810",7.85,49.02,56.87
"17811",7.85,49.02,56.87
"17812",7.85,49.02,56.87
"17813",7.85,49.02,56.87
"17814",7.85,49.02,56.87
"17815",7.85,49.02,56.87
"17816",7.85,49.02,56.87
"17817",7.85,49.02,56.87
"17818",7.85,49.02,56.87
"17819",7.85,49.02,56.87
"17820",7.85,49.02,56.87
"17821",7.85,49.02,56.87
"17822",7.85,49.02,56.87
"17823",7.85,49.02,56.87
"17824",7.85,49.02,56.87
"17825",7.85,49.02,56.87
"17826",7.85,49.02,56.87
"17827",7.85,49.02,56.87
"17828",7.85,49.02,56.87
"17829",7.85,49.02,56.87
"17830",7.85,49.02,56.87
"17831",7.85,49.02,56.87
"17832",7.85,49.02,56.87
"17833",7.85,49.02,56.87
"17834",7.85,49.02,56.87
"17835",7.85,49.02,56.87
"17836",7.85,49.02,56.87
"17837",7.85,49.02,56.87
"17838",7.85,49.02,56.87
"17839",7.85,49.02,56.87
"17840",7.85,49.02,56.87
"17841",7.85,49.02,56.87
"17842",7.85,49.02,56.87
"17843",7.85,49.02,56.87
"17844",7.85,49.02,56.87
"17845",7.85,49.02,56.87
"17846",7.85,49.02,56.87
"17847",7.85,49.02,56.87
"17848",7.85,49.02,56.87
"17849",7.85,49.02,56.87
"17850",7.85,49.02,56.87
"17851",7.85,49.02,56.87
"17852",7.85,49.02,56.87
"17853",7.85,49.02,56.87
"17854",7.85,49.02,56.87
"17855",7.85,49.02,56.87
"17856",7.85,49.02,56.87
"17857",7.85,49.02,56.87
"17858",7.85,49.02,56.87
"17859",7.85,49.02,56.87
"17860",7.85,49.02,56.87
"17861",7.85,49.02,56.87
"17862",7.85,49.02,56.87
"17863",7.85,49.02,56.87
"17864",7.85,49.02,56.87
"17865",7.85,49.02,56.87
"17866",7.85,49.02,56.87
"17867",7.85,49.02,56.87
"17868",7.85,49.02,56.87
"17869",7.85,49.02,56.87
"17870",7.85,49.02,56.87
"17871",7.85,49.02,56.87
"17872",7.85,49.02,56.87
"17873",7.85,49.02,56.87
"17874",7.85,49.02,56.87
"17875",7.85,49.02,56.87
"17876",7.85,49.02,56.87
"17877",7.85,49.02,56.87
"17878",7.85,49.02,56.87
"17879",7.85,49.02,56.87
"17880",7.85,49.02,56.87
"17881",7.85,49.02,56.87
"17882",7.85,49.02,56.87
"17883",7.85,49.02,56.87
"17884",7.85,49.02,56.87
"17885",7.85,49.02,56.87
"17886",7.85,49.02,56.87
"17887",7.85,49.02,56.87
"17888",7.85,49.02,56.87
"17889",7.85,49.02,56.87
"17890",7.85,49.02,56.87
"17891",7.85,49.02,56.87
"17892",7.85,49.02,56.87
"17893",7.85,49.02,56.87
"17894",7.85,49.02,56.87
"17895",7.85,49.02,56.87
"17896",7.85,49.02,56.87
"17897",7.85,49.02,56.87
"17898",7.85,49.02,56.87
"17899",7.85,49.02,56.87
"17900",7.85,49.02,56.87
"17901",7.85,49.02,56.87
"17902",7.85,49.02,56.87
"17903",7.85,49.02,56.87
"17904",7.85,49.02,56.87
"17905",7.85,49.02,56.87
"17906",7.85,49.02,56.87
"17907",7.85,49.02,56.87
"17908",7.85,49.02,56.87
"17909",7.85,49.02,56.87
"17910",7.85,49.02,56.87
"17911",7.85,49.02,56.87
"17912",7.85,49.02,56.87
"17913",7.85,49.02,56.87
"17914",7.85,49.02,56.87
"17915",7.85,49.02,56.87
"17916",7.85,49.02,56.87
"17917",7.85,49.02,56.87
"17918",7.85,49.02,56.87
"17919",7.85,49.02,56.87
"17920",7.85,49.02,56.87
"17921",7.85,49.02,56.87
"17922",7.85,49.02,56.87
"17923",7.85,49.02,56.87
"17924",7.85,49.02,56.87
"17925",7.85,49.02,56.87
"17926",7.85,49.02,56.87
"17927",7.85,49.02,56.87
"17928",7.85,49.02,56.87
"17929",7.85,49.02,56.87
"17930",7.85,49.02,56.87
"17931",7.85,49.02,56.87
"17932",43.45,NA,NA
"17933",43.45,NA,NA
"17934",43.45,NA,NA
"17935",43.45,NA,NA
"17936",43.45,NA,NA
"17937",43.45,NA,NA
"17938",43.45,NA,NA
"17939",43.45,NA,NA
"17940",43.45,NA,NA
"17941",43.45,NA,NA
"17942",43.45,NA,NA
"17943",43.45,NA,NA
"17944",35.6,NA,NA
"17945",35.6,NA,NA
"17946",35.6,NA,NA
"17947",35.6,NA,NA
"17948",43.45,NA,NA
"17949",43.45,NA,NA
"17950",43.45,NA,NA
"17951",35.6,NA,NA
"17952",35.6,NA,NA
"17953",35.6,NA,NA
"17954",35.6,NA,NA
"17955",35.6,NA,NA
"17956",35.6,NA,NA
"17957",35.6,NA,NA
"17958",35.6,NA,NA
"17959",35.6,NA,NA
"17960",35.6,NA,NA
"17961",35.6,NA,NA
"17962",35.6,NA,NA
"17963",35.6,NA,NA
"17964",35.6,NA,NA
"17965",35.6,NA,NA
"17966",35.6,NA,NA
"17967",35.6,NA,NA
"17968",35.6,NA,NA
"17969",35.6,NA,NA
"17970",35.6,NA,NA
"17971",35.6,NA,NA
"17972",35.6,NA,NA
"17973",35.6,NA,NA
"17974",35.6,NA,NA
"17975",35.6,NA,NA
"17976",35.6,NA,NA
"17977",35.6,NA,NA
"17978",35.6,NA,NA
"17979",35.6,NA,NA
"17980",35.6,NA,NA
"17981",35.6,NA,NA
"17982",43.45,NA,NA
"17983",35.6,NA,NA
"17984",35.6,NA,NA
"17985",35.6,NA,NA
"17986",35.6,NA,NA
"17987",35.6,NA,NA
"17988",35.6,NA,NA
"17989",35.6,NA,NA
"17990",35.6,NA,NA
"17991",35.6,NA,NA
"17992",35.6,NA,NA
"17993",35.6,NA,NA
"17994",35.6,NA,NA
"17995",35.6,NA,NA
"17996",35.6,NA,NA
"17997",43.45,NA,NA
"17998",43.45,NA,NA
"17999",43.45,NA,NA
"18000",43.45,NA,NA
"18001",43.45,NA,NA
"18002",43.45,NA,NA
"18003",43.45,NA,NA
"18004",43.45,NA,NA
"18005",43.45,NA,NA
"18006",43.45,NA,NA
"18007",43.45,NA,NA
"18008",43.45,NA,NA
"18009",43.45,NA,NA
"18010",43.45,NA,NA
"18011",43.45,NA,NA
"18012",43.45,NA,NA
"18013",43.45,NA,NA
"18014",43.45,NA,NA
"18015",43.45,NA,NA
"18016",43.45,NA,NA
"18017",43.45,NA,NA
"18018",0,NA,NA
"18019",0,NA,NA
"18020",0,NA,NA
"18021",0,NA,NA
"18022",0,NA,NA
"18023",0,78.47,78.47
"18024",0,78.47,78.47
"18025",0,78.47,78.47
"18026",0,78.47,78.47
"18027",0,78.47,78.47
"18028",0,78.47,78.47
"18029",0,78.47,78.47
"18030",0,78.47,78.47
"18031",0,78.47,78.47
"18032",0,78.47,78.47
"18033",0,78.47,78.47
"18034",0,78.47,78.47
"18035",0,78.47,78.47
"18036",0,78.47,78.47
"18037",0,78.47,78.47
"18038",0,78.47,78.47
"18039",0,78.47,78.47
"18040",0,78.47,78.47
"18041",0,78.47,78.47
"18042",0,78.47,78.47
"18043",0,78.47,78.47
"18044",0,78.47,78.47
"18045",0,78.47,78.47
"18046",0,78.47,78.47
"18047",0,78.47,78.47
"18048",0,78.47,78.47
"18049",0,78.47,78.47
"18050",0,78.47,78.47
"18051",0,78.47,78.47
"18052",0,78.47,78.47
"18053",0,78.47,78.47
"18054",0,78.47,78.47
"18055",0,78.47,78.47
"18056",0,78.47,78.47
"18057",0,78.47,78.47
"18058",0,78.47,78.47
"18059",0,78.47,78.47
"18060",0,78.47,78.47
"18061",0,78.47,78.47
"18062",0,78.47,78.47
"18063",35.6,31.4,67
"18064",35.6,31.4,67
"18065",35.6,31.4,67
"18066",35.6,31.4,67
"18067",35.6,31.4,67
"18068",35.6,31.4,67
"18069",35.6,31.4,67
"18070",35.6,31.4,67
"18071",35.6,31.4,67
"18072",35.6,31.4,67
"18073",35.6,31.4,67
"18074",35.6,31.4,67
"18075",35.6,31.4,67
"18076",35.6,31.4,67
"18077",35.6,7.85,43.45
"18078",35.6,7.85,43.45
"18079",35.6,7.85,43.45
"18080",35.6,7.85,43.45
"18081",35.6,7.85,43.45
"18082",35.6,7.85,43.45
"18083",35.6,7.85,43.45
"18084",35.6,7.85,43.45
"18085",35.6,7.85,43.45
"18086",35.6,7.85,43.45
"18087",7.85,49.02,56.87
"18088",7.85,49.02,56.87
"18089",37.95,49.02,86.97
"18090",7.85,49.02,56.87
"18091",7.85,49.02,56.87
"18092",7.85,49.02,56.87
"18093",7.85,49.02,56.87
"18094",37.95,49.02,86.97
"18095",30.1,49.02,79.12
"18096",30.1,49.02,79.12
"18097",30.1,49.02,79.12
"18098",0,106.65,106.65
"18099",0,106.65,106.65
"18100",0,106.65,106.65
"18101",0,106.65,106.65
"18102",0,106.65,106.65
"18103",0,106.65,106.65
"18104",0,106.65,106.65
"18105",0,106.65,106.65
"18106",0,7.85,7.85
"18107",0,7.85,7.85
"18108",0,7.85,7.85
"18109",0,7.85,7.85
"18110",0,7.85,7.85
"18111",0,7.85,7.85
"18112",0,7.85,7.85
"18113",0,7.85,7.85
"18114",0,7.85,7.85
"18115",0,7.85,7.85
"18116",0,7.85,7.85
"18117",0,7.85,7.85
"18118",7.85,107.44,115.29
"18119",7.85,107.44,115.29
"18120",7.85,107.44,115.29
"18121",7.85,107.44,115.29
"18122",7.85,107.44,115.29
"18123",7.85,107.44,115.29
"18124",7.85,107.44,115.29
"18125",7.85,107.44,115.29
"18126",7.85,107.44,115.29
"18127",7.85,107.44,115.29
"18128",37.95,7.85,45.8
"18129",37.95,7.85,45.8
"18130",37.95,7.85,45.8
"18131",37.95,7.85,45.8
"18132",37.95,7.85,45.8
"18133",37.95,7.85,45.8
"18134",37.95,7.85,45.8
"18135",37.95,7.85,45.8
"18136",37.95,7.85,45.8
"18137",37.95,7.85,45.8
"18138",7.85,0,7.85
"18139",37.95,7.85,45.8
"18140",37.95,7.85,45.8
"18141",37.95,7.85,45.8
"18142",37.95,7.85,45.8
"18143",37.95,7.85,45.8
"18144",37.95,7.85,45.8
"18145",37.95,7.85,45.8
"18146",37.95,7.85,45.8
"18147",37.95,7.85,45.8
"18148",37.95,7.85,45.8
"18149",0,124.27,124.27
"18150",0,124.27,124.27
"18151",0,124.27,124.27
"18152",0,124.27,124.27
"18153",0,124.27,124.27
"18154",0,124.27,124.27
"18155",0,124.27,124.27
"18156",0,124.27,124.27
"18157",0,124.27,124.27
"18158",0,124.27,124.27
"18159",0,7.85,7.85
"18160",0,7.85,7.85
"18161",0,7.85,7.85
"18162",0,7.85,7.85
"18163",0,7.85,7.85
"18164",0,7.85,7.85
"18165",0,7.85,7.85
"18166",0,7.85,7.85
"18167",0,7.85,7.85
"18168",0,7.85,7.85
"18169",0,28.25,28.25
"18170",0,28.25,28.25
"18171",0,28.25,28.25
"18172",0,28.25,28.25
"18173",0,28.25,28.25
"18174",0,28.25,28.25
"18175",0,28.25,28.25
"18176",0,28.25,28.25
"18177",0,28.25,28.25
"18178",0,28.25,28.25
"18179",0,31.4,31.4
"18180",0,31.4,31.4
"18181",0,31.4,31.4
"18182",0,31.4,31.4
"18183",0,31.4,31.4
"18184",0,31.4,31.4
"18185",0,31.4,31.4
"18186",0,31.4,31.4
"18187",0,31.4,31.4
"18188",0,31.4,31.4
"18189",0,31.4,31.4
"18190",0,31.4,31.4
"18191",35.6,7.85,43.45
"18192",35.6,7.85,43.45
"18193",35.6,7.85,43.45
"18194",35.6,7.85,43.45
"18195",35.6,7.85,43.45
"18196",35.6,7.85,43.45
"18197",35.6,7.85,43.45
"18198",35.6,7.85,43.45
"18199",35.6,7.85,43.45
"18200",35.6,7.85,43.45
"18201",35.6,7.85,43.45
"18202",35.6,7.85,43.45
"18203",35.6,7.85,43.45
"18204",35.6,7.85,43.45
"18205",35.6,7.85,43.45
"18206",35.6,7.85,43.45
"18207",35.6,7.85,43.45
"18208",35.6,7.85,43.45
"18209",35.6,7.85,43.45
"18210",35.6,7.85,43.45
"18211",35.6,7.85,43.45
"18212",35.6,7.85,43.45
"18213",35.6,7.85,43.45
"18214",35.6,7.85,43.45
"18215",0,124.27,124.27
"18216",0,124.27,124.27
"18217",0,124.27,124.27
"18218",0,124.27,124.27
"18219",0,124.27,124.27
"18220",0,124.27,124.27
"18221",0,124.27,124.27
"18222",0,124.27,124.27
"18223",0,124.27,124.27
"18224",0,124.27,124.27
"18225",0,124.27,124.27
"18226",0,124.27,124.27
"18227",0,124.27,124.27
"18228",0,124.27,124.27
"18229",0,124.27,124.27
"18230",0,124.27,124.27
"18231",0,124.27,124.27
"18232",0,124.27,124.27
"18233",0,124.27,124.27
"18234",0,124.27,124.27
"18235",0,124.27,124.27
"18236",0,124.27,124.27
"18237",0,124.27,124.27
"18238",0,124.27,124.27
"18239",0,124.27,124.27
"18240",0,124.27,124.27
"18241",0,124.27,124.27
"18242",0,124.27,124.27
"18243",0,124.27,124.27
"18244",0,124.27,124.27
"18245",0,124.27,124.27
"18246",0,124.27,124.27
"18247",0,124.27,124.27
"18248",0,124.27,124.27
"18249",0,124.27,124.27
"18250",0,124.27,124.27
"18251",0,124.27,124.27
"18252",0,124.27,124.27
"18253",0,124.27,124.27
"18254",0,124.27,124.27
"18255",0,124.27,124.27
"18256",0,124.27,124.27
"18257",0,124.27,124.27
"18258",0,124.27,124.27
"18259",0,124.27,124.27
"18260",0,124.27,124.27
"18261",0,124.27,124.27
"18262",0,124.27,124.27
"18263",0,124.27,124.27
"18264",0,124.27,124.27
"18265",0,124.27,124.27
"18266",0,124.27,124.27
"18267",0,124.27,124.27
"18268",0,124.27,124.27
"18269",0,124.27,124.27
"18270",0,124.27,124.27
"18271",0,124.27,124.27
"18272",0,124.27,124.27
"18273",0,124.27,124.27
"18274",0,124.27,124.27
"18275",0,124.27,124.27
"18276",0,124.27,124.27
"18277",0,124.27,124.27
"18278",0,124.27,124.27
"18279",0,124.27,124.27
"18280",0,124.27,124.27
"18281",0,124.27,124.27
"18282",0,124.27,124.27
"18283",0,124.27,124.27
"18284",0,124.27,124.27
"18285",0,124.27,124.27
"18286",0,124.27,124.27
"18287",0,124.27,124.27
"18288",0,124.27,124.27
"18289",0,124.27,124.27
"18290",0,124.27,124.27
"18291",0,124.27,124.27
"18292",0,124.27,124.27
"18293",0,124.27,124.27
"18294",0,124.27,124.27
"18295",0,124.27,124.27
"18296",0,124.27,124.27
"18297",0,124.27,124.27
"18298",0,124.27,124.27
"18299",0,124.27,124.27
"18300",0,124.27,124.27
"18301",0,124.27,124.27
"18302",0,124.27,124.27
"18303",0,124.27,124.27
"18304",0,124.27,124.27
"18305",0,124.27,124.27
"18306",0,124.27,124.27
"18307",0,124.27,124.27
"18308",0,124.27,124.27
"18309",0,124.27,124.27
"18310",0,124.27,124.27
"18311",0,124.27,124.27
"18312",0,124.27,124.27
"18313",0,124.27,124.27
"18314",0,124.27,124.27
"18315",0,124.27,124.27
"18316",0,124.27,124.27
"18317",0,124.27,124.27
"18318",0,124.27,124.27
"18319",0,124.27,124.27
"18320",0,124.27,124.27
"18321",0,124.27,124.27
"18322",0,124.27,124.27
"18323",0,124.27,124.27
"18324",0,124.27,124.27
"18325",0,124.27,124.27
"18326",0,124.27,124.27
"18327",0,124.27,124.27
"18328",0,124.27,124.27
"18329",0,124.27,124.27
"18330",0,124.27,124.27
"18331",0,124.27,124.27
"18332",0,124.27,124.27
"18333",0,124.27,124.27
"18334",0,124.27,124.27
"18335",0,124.27,124.27
"18336",0,124.27,124.27
"18337",0,124.27,124.27
"18338",0,124.27,124.27
"18339",0,124.27,124.27
"18340",0,124.27,124.27
"18341",0,124.27,124.27
"18342",0,124.27,124.27
"18343",0,124.27,124.27
"18344",0,124.27,124.27
"18345",0,124.27,124.27
"18346",0,124.27,124.27
"18347",0,124.27,124.27
"18348",0,124.27,124.27
"18349",0,124.27,124.27
"18350",0,124.27,124.27
"18351",0,124.27,124.27
"18352",0,124.27,124.27
"18353",0,124.27,124.27
"18354",0,124.27,124.27
"18355",0,124.27,124.27
"18356",0,124.27,124.27
"18357",0,124.27,124.27
"18358",0,124.27,124.27
"18359",0,124.27,124.27
"18360",0,124.27,124.27
"18361",0,124.27,124.27
"18362",0,124.27,124.27
"18363",0,124.27,124.27
"18364",0,124.27,124.27
"18365",0,124.27,124.27
"18366",0,124.27,124.27
"18367",0,124.27,124.27
"18368",0,124.27,124.27
"18369",0,124.27,124.27
"18370",0,124.27,124.27
"18371",0,124.27,124.27
"18372",0,124.27,124.27
"18373",0,124.27,124.27
"18374",0,124.27,124.27
"18375",0,124.27,124.27
"18376",0,124.27,124.27
"18377",0,124.27,124.27
"18378",0,124.27,124.27
"18379",0,124.27,124.27
"18380",0,124.27,124.27
"18381",0,124.27,124.27
"18382",0,124.27,124.27
"18383",0,124.27,124.27
"18384",0,124.27,124.27
"18385",0,124.27,124.27
"18386",0,124.27,124.27
"18387",0,124.27,124.27
"18388",0,124.27,124.27
"18389",0,124.27,124.27
"18390",0,124.27,124.27
"18391",0,124.27,124.27
"18392",0,124.27,124.27
"18393",0,124.27,124.27
"18394",0,124.27,124.27
"18395",0,124.27,124.27
"18396",0,124.27,124.27
"18397",0,124.27,124.27
"18398",0,124.27,124.27
"18399",0,124.27,124.27
"18400",0,124.27,124.27
"18401",0,124.27,124.27
"18402",0,124.27,124.27
"18403",0,124.27,124.27
"18404",0,124.27,124.27
"18405",0,124.27,124.27
"18406",0,124.27,124.27
"18407",0,124.27,124.27
"18408",0,124.27,124.27
"18409",0,124.27,124.27
"18410",0,124.27,124.27
"18411",0,124.27,124.27
"18412",0,124.27,124.27
"18413",0,124.27,124.27
"18414",0,124.27,124.27
"18415",0,124.27,124.27
"18416",0,124.27,124.27
"18417",0,124.27,124.27
"18418",0,124.27,124.27
"18419",0,124.27,124.27
"18420",0,124.27,124.27
"18421",0,124.27,124.27
"18422",0,124.27,124.27
"18423",0,124.27,124.27
"18424",0,124.27,124.27
"18425",0,124.27,124.27
"18426",0,124.27,124.27
"18427",0,124.27,124.27
"18428",0,124.27,124.27
"18429",0,124.27,124.27
"18430",0,124.27,124.27
"18431",0,124.27,124.27
"18432",0,124.27,124.27
"18433",0,124.27,124.27
"18434",0,124.27,124.27
"18435",0,124.27,124.27
"18436",0,124.27,124.27
"18437",0,124.27,124.27
"18438",0,124.27,124.27
"18439",0,124.27,124.27
"18440",0,124.27,124.27
"18441",0,124.27,124.27
"18442",0,124.27,124.27
"18443",0,124.27,124.27
"18444",0,124.27,124.27
"18445",0,124.27,124.27
"18446",0,124.27,124.27
"18447",0,124.27,124.27
"18448",0,124.27,124.27
"18449",0,124.27,124.27
"18450",0,124.27,124.27
"18451",0,124.27,124.27
"18452",0,124.27,124.27
"18453",0,124.27,124.27
"18454",0,124.27,124.27
"18455",0,124.27,124.27
"18456",0,124.27,124.27
"18457",0,124.27,124.27
"18458",0,124.27,124.27
"18459",0,124.27,124.27
"18460",0,124.27,124.27
"18461",0,124.27,124.27
"18462",0,124.27,124.27
"18463",0,124.27,124.27
"18464",0,124.27,124.27
"18465",0,124.27,124.27
"18466",0,124.27,124.27
"18467",0,124.27,124.27
"18468",0,124.27,124.27
"18469",0,124.27,124.27
"18470",0,124.27,124.27
"18471",0,124.27,124.27
"18472",0,124.27,124.27
"18473",0,124.27,124.27
"18474",0,124.27,124.27
"18475",0,124.27,124.27
"18476",0,124.27,124.27
"18477",0,124.27,124.27
"18478",0,124.27,124.27
"18479",0,124.27,124.27
"18480",0,124.27,124.27
"18481",0,124.27,124.27
"18482",0,124.27,124.27
"18483",0,124.27,124.27
"18484",0,124.27,124.27
"18485",0,124.27,124.27
"18486",0,124.27,124.27
"18487",0,124.27,124.27
"18488",0,124.27,124.27
"18489",0,124.27,124.27
"18490",0,124.27,124.27
"18491",0,124.27,124.27
"18492",0,124.27,124.27
"18493",0,124.27,124.27
"18494",0,124.27,124.27
"18495",0,124.27,124.27
"18496",0,124.27,124.27
"18497",0,124.27,124.27
"18498",0,124.27,124.27
"18499",0,124.27,124.27
"18500",0,124.27,124.27
"18501",0,124.27,124.27
"18502",0,124.27,124.27
"18503",0,124.27,124.27
"18504",0,124.27,124.27
"18505",0,124.27,124.27
"18506",0,124.27,124.27
"18507",0,124.27,124.27
"18508",0,124.27,124.27
"18509",0,124.27,124.27
"18510",0,124.27,124.27
"18511",0,124.27,124.27
"18512",0,124.27,124.27
"18513",0,124.27,124.27
"18514",0,124.27,124.27
"18515",0,124.27,124.27
"18516",0,124.27,124.27
"18517",0,124.27,124.27
"18518",0,124.27,124.27
"18519",0,124.27,124.27
"18520",0,124.27,124.27
"18521",0,124.27,124.27
"18522",0,124.27,124.27
"18523",0,124.27,124.27
"18524",0,124.27,124.27
"18525",0,124.27,124.27
"18526",0,124.27,124.27
"18527",0,124.27,124.27
"18528",0,124.27,124.27
"18529",0,124.27,124.27
"18530",0,124.27,124.27
"18531",0,124.27,124.27
"18532",0,124.27,124.27
"18533",0,124.27,124.27
"18534",0,124.27,124.27
"18535",0,124.27,124.27
"18536",0,124.27,124.27
"18537",0,124.27,124.27
"18538",0,124.27,124.27
"18539",0,124.27,124.27
"18540",0,124.27,124.27
"18541",0,124.27,124.27
"18542",0,124.27,124.27
"18543",0,124.27,124.27
"18544",0,124.27,124.27
"18545",0,124.27,124.27
"18546",0,124.27,124.27
"18547",0,124.27,124.27
"18548",0,124.27,124.27
"18549",0,124.27,124.27
"18550",0,124.27,124.27
"18551",0,124.27,124.27
"18552",0,124.27,124.27
"18553",0,124.27,124.27
"18554",0,124.27,124.27
"18555",0,124.27,124.27
"18556",0,124.27,124.27
"18557",0,124.27,124.27
"18558",0,124.27,124.27
"18559",0,124.27,124.27
"18560",0,124.27,124.27
"18561",0,124.27,124.27
"18562",0,124.27,124.27
"18563",0,124.27,124.27
"18564",0,124.27,124.27
"18565",0,124.27,124.27
"18566",0,124.27,124.27
"18567",0,124.27,124.27
"18568",0,124.27,124.27
"18569",0,124.27,124.27
"18570",0,124.27,124.27
"18571",0,124.27,124.27
"18572",7.85,28.25,36.1
"18573",0,83.89,83.89
"18574",0,83.89,83.89
"18575",0,83.89,83.89
"18576",7.85,28.25,36.1
"18577",7.85,28.25,36.1
"18578",0,83.89,83.89
"18579",7.85,28.25,36.1
"18580",7.85,28.25,36.1
"18581",0,83.89,83.89
"18582",0,83.89,83.89
"18583",7.85,28.25,36.1
"18584",0,83.89,83.89
"18585",0,83.89,83.89
"18586",0,83.89,83.89
"18587",0,83.89,83.89
"18588",7.85,28.25,36.1
"18589",0,NA,NA
"18590",7.85,28.25,36.1
"18591",7.85,28.25,36.1
"18592",0,NA,NA
"18593",7.85,28.25,36.1
"18594",0,NA,NA
"18595",0,NA,NA
"18596",0,NA,NA
"18597",0,NA,NA
"18598",0,NA,NA
"18599",7.85,NA,NA
"18600",7.85,NA,NA
"18601",0,NA,NA
"18602",0,NA,NA
"18603",0,NA,NA
"18604",0,NA,NA
"18605",0,NA,NA
"18606",0,NA,NA
"18607",0,NA,NA
"18608",0,NA,NA
"18609",0,NA,NA
"18610",0,NA,NA
"18611",0,NA,NA
"18612",7.85,NA,NA
"18613",7.85,NA,NA
"18614",7.85,NA,NA
"18615",7.85,NA,NA
"18616",7.85,NA,NA
"18617",0,NA,NA
"18618",0,NA,NA
"18619",35.6,NA,NA
"18620",35.6,NA,NA
"18621",0,31.4,31.4
"18622",0,31.4,31.4
"18623",NA,NA,NA
"18624",NA,NA,NA
"18625",NA,NA,NA
"18626",NA,NA,NA
"18627",NA,NA,NA
"18628",NA,NA,NA
"18629",NA,NA,NA
"18630",NA,NA,NA
"18631",NA,NA,NA
"18632",NA,NA,NA
"18633",NA,NA,NA
"18634",0,100.72,100.72
"18635",7.85,107.44,115.29
"18636",37.95,83.89,121.84
"18637",37.95,83.89,121.84
"18638",7.85,182.69,190.54
"18639",0,83.89,83.89
"18640",7.85,36.1,43.95
"18641",7.85,36.1,43.95
"18642",NA,955.22,NA
"18643",NA,955.22,NA
"18644",NA,955.22,NA
"18645",NA,955.22,NA
"18646",NA,955.22,NA
"18647",NA,955.22,NA
"18648",NA,955.22,NA
"18649",NA,955.22,NA
"18650",NA,955.22,NA
"18651",NA,955.22,NA
"18652",NA,955.22,NA
"18653",NA,955.22,NA
"18654",NA,955.22,NA
"18655",NA,955.22,NA
"18656",NA,955.22,NA
"18657",0,83.89,83.89
"18658",0,83.89,83.89
"18659",0,83.89,83.89
"18660",0,73.4,73.4
"18661",0,151.29,151.29
"18662",30.1,159.14,189.24
"18663",37.95,28.25,66.2
"18664",0,28.25,28.25
"18665",0,83.89,83.89
"18666",0,NA,NA
"18667",30.1,83.89,113.99
"18668",30.1,83.89,113.99
"18669",30.1,83.89,113.99
"18670",0,129.04,129.04
"18671",0,83.89,83.89
"18672",0,83.89,83.89
"18673",0,83.89,83.89
"18674",30.1,107.44,137.54
"18675",7.85,31.4,39.25
"18676",7.85,31.4,39.25
"18677",7.85,31.4,39.25
"18678",7.85,31.4,39.25
"18679",7.85,31.4,39.25
"18680",7.85,31.4,39.25
"18681",832.9,368.15,1201.05
"18682",NA,423.7,NA
"18683",NA,681.13,NA
"18684",413.05,469.55,882.6
"18685",610.3,681.13,1291.43
"18686",683.4,266.75,950.15
"18687",332.9,2370.3,2703.2
"18688",379.3,368.15,747.45
"18689",486.1,976.65,1462.75
"18690",486.1,976.65,1462.75
"18691",237,313.55,550.55
"18692",237,368.15,605.15
"18693",332.9,313.55,646.45
"18694",NA,505.14,NA
"18695",NA,505.14,NA
"18696",1074.9,313.55,1388.45
"18697",NA,368.15,NA
"18698",520.6,368.15,888.75
"18699",332.9,368.15,701.05
"18700",332.9,368.15,701.05
"18701",1656.7,874.65,2531.35
"18702",683.4,266.75,950.15
"18703",332.9,313.55,646.45
"18704",NA,873.6,NA
"18705",332.9,313.55,646.45
"18706",NA,368.15,NA
"18707",NA,368.15,NA
"18708",781.5,739.76,1521.26
"18709",NA,368.15,NA
"18710",NA,368.15,NA
"18711",520.6,368.15,888.75
"18712",NA,368.15,NA
"18713",NA,368.15,NA
"18714",NA,368.15,NA
"18715",520.6,368.15,888.75
"18716",NA,368.15,NA
"18717",332.9,313.55,646.45
"18718",332.9,313.55,646.45
"18719",NA,368.15,NA
"18720",637.3,964.9,1602.2
"18721",523.3,720.6,1243.9
"18722",637.3,964.9,1602.2
"18723",767.8,313.55,1081.35
"18724",1112,1868.24,2980.24
"18725",767.8,313.55,1081.35
"18726",NA,368.15,NA
"18727",1274.35,534.12,1808.47
"18728",1274.35,537.09,1811.44
"18729",NA,423.7,NA
"18730",NA,313.55,NA
"18731",NA,313.55,NA
"18732",347,1010,1357
"18733",NA,368.15,NA
"18734",NA,368.15,NA
"18735",NA,368.15,NA
"18736",NA,1126.33,NA
"18737",684.85,720.6,1405.45
"18738",1274.35,534.12,1808.47
"18739",1010.15,534.12,1544.27
"18740",NA,368.15,NA
"18741",NA,368.15,NA
"18742",1374.25,452.15,1826.4
"18743",NA,423.7,NA
"18744",NA,505.14,NA
"18745",332.9,368.15,701.05
"18746",414.2,452.15,866.35
"18747",347,1010,1357
"18748",1274.35,368.15,1642.5
"18749",NA,368.15,NA
"18750",496.3,NA,NA
"18751",496.3,485.85,982.15
"18752",NA,982.52,NA
"18753",NA,1210.4,NA
"18754",683.4,266.75,950.15
"18755",332.9,313.55,646.45
"18756",520.6,368.15,888.75
"18757",NA,368.15,NA
"18758",NA,368.15,NA
"18759",NA,368.15,NA
"18760",NA,368.15,NA
"18761",NA,368.15,NA
"18762",NA,368.15,NA
"18763",NA,423.7,NA
"18764",237,368.15,605.15
"18765",NA,423.7,NA
"18766",NA,423.7,NA
"18767",NA,423.7,NA
"18768",520.6,368.15,888.75
"18769",NA,423.7,NA
"18770",960.3,1084.99,2045.29
"18771",1982.5,393.22,2375.72
